Product,Reactant,Rxn
CN=C1SC(=C2N1CC1=CC=CC=C21)C1=CC=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CN1N=NS\C1=N/CC1=CC=CC=C1C#CC1=CC=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CN1N=NS\C1=N/CC1=CC=CC=C1C#CC1=CC=CC=C1>>CN=C1SC(=C2N1CC1=CC=CC=C21)C1=CC=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.N(\N=C(/N=N/C1=CC=CC=C1)\C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.N(\N=C(/N=N/C1=CC=CC=C1)\C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
N1C2=C(C=CC=C2)N=C1C1=NN(C2=CC=CC=C2)[N+](=N1)C1=CC=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.N(\N=C(/N=N/C1=CC=CC=C1)\C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.N(\N=C(/N=N/C1=CC=CC=C1)\C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1>>N1C2=C(C=CC=C2)N=C1C1=NN(C2=CC=CC=C2)[N+](=N1)C1=CC=CC=C1
[NH3][Cr++]([NH3])([NH3])([NH3])([NH3])Cl,[Cl-].[NH3][Cr++]([NH3])([NH3])([NH3])([NH3])Cl.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cl-].[NH3][Cr++]([NH3])([NH3])([NH3])([NH3])Cl.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[NH3][Cr++]([NH3])([NH3])([NH3])([NH3])Cl
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cl-].[NH3][Cr++]([NH3])([NH3])([NH3])([NH3])Cl.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cl-].[NH3][Cr++]([NH3])([NH3])([NH3])([NH3])Cl.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[H][N]([H])([H])[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=[S@]1CC[S@](=O)CC1,O=[S@]1CC[S@](=O)CC1.[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O,O=[S@]1CC[S@](=O)CC1.[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O>>O=[S@]1CC[S@](=O)CC1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=[S@]1CC[S@](=O)CC1.[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O,O=[S@]1CC[S@](=O)CC1.[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC=CC=C1,CCO.O\N=N\C1=CC=C(C=C1)N(=O)=O,CCO.O\N=N\C1=CC=C(C=C1)N(=O)=O>>O=N(=O)C1=CC=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCOC1=C(C=CC=C1)[As](O)(O)=O,CCOC1=C(C=CC=C1)[As](O)(O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C[N+](C)(C)CC1=CC(Br)=CC=C1,BrC(C#N)(C1=CC=CC=C1)N(=O)=O,BrC(C#N)(C1=CC=CC=C1)N(=O)=O>>C[N+](C)(C)CC1=CC(Br)=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,BrC(C#N)(C1=CC=CC=C1)N(=O)=O,BrC(C#N)(C1=CC=CC=C1)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[La+3]123456789[N]%10=C(C=CC=C%10C%10=CC=CC=[N]1%10)C1=[N]2C=CC=C1,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N>>[La+3]123456789[N]%10=C(C=CC=C%10C%10=CC=CC=[N]1%10)C1=[N]2C=CC=C1
C1(N(=O)=O)=CC(=C(C(N(=[O]3)=O)=C1)[O-]4)N(=O)=O,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N>>C1(N(=O)=O)=CC(=C(C(N(=[O]3)=O)=C1)[O-]4)N(=O)=O
C1(N(=O)=O)=CC(=C(C(N(=[O]5)=O)=C1)[O-]6)N(=O)=O,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N>>C1(N(=O)=O)=CC(=C(C(N(=[O]5)=O)=C1)[O-]6)N(=O)=O
C1(=C(N(=O)=O)C=C(N(=O)=O)C=C1N(=O)=O)[O-],C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N>>C1(=C(N(=O)=O)C=C(N(=O)=O)C=C1N(=O)=O)[O-]
[N]71=C(C=CC=C1C1=CC=CC=[N]81)C1=[N]9C=CC=C1,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N,C1=CN=C(C=C1)C1=CC=CC(=N1)C1=NC=CC=C1.O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC#N>>[N]71=C(C=CC=C1C1=CC=CC=[N]81)C1=[N]9C=CC=C1
[H][C@](N)(CCCC[NH3+])C([O-])=O,[H]O[H].[H][C@](N)(CCCCN)C(O)=O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H]O[H].[H][C@](N)(CCCCN)C(O)=O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[H][C@](N)(CCCC[NH3+])C([O-])=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H]O[H].[H][C@](N)(CCCCN)C(O)=O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H]O[H].[H][C@](N)(CCCCN)C(O)=O.[La+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]N(=O)=O,O=NN(=O)=O.C1=CC=C(C=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1,O=NN(=O)=O.C1=CC=C(C=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1>>[O-]N(=O)=O
N#[N+]C1=CC=CC=C1,O=NN(=O)=O.C1=CC=C(C=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1,O=NN(=O)=O.C1=CC=C(C=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1>>N#[N+]C1=CC=CC=C1
O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,[H]C(=O)C1=CC=C(OC(=O)C2=CC=CC3=C2C=CC=C3)C=C1O,[H]C(=O)C1=CC=C(OC(=O)C2=CC=CC3=C2C=CC=C3)C=C1O>>O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
CCCCCC[N]1=CC2=CC=C(OC(=O)C3=CC=CC4=C3C=CC=C4)C=C2[O-][Cu++]11[O-]C2=CC(OC(=O)C3=CC=CC4=C3C=CC=C4)=CC=C2C=[N]1CCCCCC,[H]C(=O)C1=CC=C(OC(=O)C2=CC=CC3=C2C=CC=C3)C=C1O,[H]C(=O)C1=CC=C(OC(=O)C2=CC=CC3=C2C=CC=C3)C=C1O>>CCCCCC[N]1=CC2=CC=C(OC(=O)C3=CC=CC4=C3C=CC=C4)C=C2[O-][Cu++]11[O-]C2=CC(OC(=O)C3=CC=CC4=C3C=CC=C4)=CC=C2C=[N]1CCCCCC
CN(N)C(N)=O,CN(N)C(N)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN(N)C(N)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CN(N)C(N)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN(N)C(N)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN(N)C(N)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC1(C)OOC(C)(C)OO1,CC(C)=C,CC(C)=C>>CC1(C)OOC(C)(C)OO1
O=N(=O)C1=CC=CC=C1,FC1=CC=C(C=C1)N(=O)=O,FC1=CC=C(C=C1)N(=O)=O>>O=N(=O)C1=CC=CC=C1
NC1=CC=C(C=C1)N(=O)=O,FC1=CC=C(C=C1)N(=O)=O,FC1=CC=C(C=C1)N(=O)=O>>NC1=CC=C(C=C1)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NC(NN\C(N)=N/N=CC1=CC=CC=C1)=N\N=C\C1=CC=CC=C1,NC(NN\C(N)=N/N=CC1=CC=CC=C1)=N\N=C\C1=CC=CC=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
N=C(NNC(=O)NN=CC1=CC=CC=C1)NN=CC1=CC=CC=C1,NC(NN\C(N)=N/N=CC1=CC=CC=C1)=N\N=C\C1=CC=CC=C1,NC(NN\C(N)=N/N=CC1=CC=CC=C1)=N\N=C\C1=CC=CC=C1>>N=C(NNC(=O)NN=CC1=CC=CC=C1)NN=CC1=CC=CC=C1
CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O,CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O.O=N(=O)N1C2C3N(C4C(N3N(=O)=O)N(C(C1N4N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O.O=N(=O)N1C2C3N(C4C(N3N(=O)=O)N(C(C1N4N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O>>CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)N1C2C3N(C4C(N3N(=O)=O)N(C(C1N4N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O.O=N(=O)N1C2C3N(C4C(N3N(=O)=O)N(C(C1N4N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,CN1N=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O.O=N(=O)N1C2C3N(C4C(N3N(=O)=O)N(C(C1N4N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O>>O=N(=O)N1C2C3N(C4C(N3N(=O)=O)N(C(C1N4N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,C1OCOCO1.[H]O[H].ON(=O)=O.C1=CC=CC=C1,C1OCOCO1.[H]O[H].ON(=O)=O.C1=CC=CC=C1>>O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1OCOCO1.[H]O[H].ON(=O)=O.C1=CC=CC=C1,C1OCOCO1.[H]O[H].ON(=O)=O.C1=CC=CC=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC1=CC2=C(O[Cu]34OC5=C(C=C(C)C=C5)C=[N]3CC[N]4=C2)C=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CC1=CC2=C(O[Cu]34OC5=C(C=C(C)C=C5)C=[N]3CC[N]4=C2)C=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Fe].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Fe].OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[H][C@]12CCC[C@@]1([H])[N+](CC)=C(C)C2,[H][C@]12CC[C@@H](O)[C@@]1([H])N=C(C)C2,[H][C@]12CC[C@@H](O)[C@@]1([H])N=C(C)C2>>[H][C@]12CCC[C@@]1([H])[N+](CC)=C(C)C2
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H][C@]12CC[C@@H](O)[C@@]1([H])N=C(C)C2,[H][C@]12CC[C@@H](O)[C@@]1([H])N=C(C)C2>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC(=O)CC1=NC2=CC=CC=C2C(C)=C1,CC1=CC(=NC2=CC=CC=C12)C1C(=O)OC(C)(C)OC1=O,CC1=CC(=NC2=CC=CC=C12)C1C(=O)OC(C)(C)OC1=O>>COC(=O)CC1=NC2=CC=CC=C2C(C)=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=CC(=NC2=CC=CC=C12)C1C(=O)OC(C)(C)OC1=O,CC1=CC(=NC2=CC=CC=C12)C1C(=O)OC(C)(C)OC1=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,NC1=CC=CC=C1,NC1=CC=CC=C1>>O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
CC1=CN(C2=CC=CC=C2)S2=C1C(C)=NN2C1=CC=CC=C1,NC1=CC=CC=C1,NC1=CC=CC=C1>>CC1=CN(C2=CC=CC=C2)S2=C1C(C)=NN2C1=CC=CC=C1
CCOC(=O)[C@@H]1CCN[C@@H]1C1=CC=CC=C1,[H]C(=O)C1=CC=CC=C1,[H]C(=O)C1=CC=CC=C1>>CCOC(=O)[C@@H]1CCN[C@@H]1C1=CC=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H]C(=O)C1=CC=CC=C1,[H]C(=O)C1=CC=CC=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1=CC=NC=C1.CCN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,C1=CC=NC=C1.CCN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
NC1=C(C(N)=C(C(N)=C1N(=O)=O)N(=O)=O)N(=O)=O,CC(=O)NC1=CC(NC(C)=O)=C(C)C(NC(C)=O)=C1,CC(=O)NC1=CC(NC(C)=O)=C(C)C(NC(C)=O)=C1>>NC1=C(C(N)=C(C(N)=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC2=C(NN=N2)C=C1,CCC(O)N1N=NC2=CC=C(C=C12)N(=O)=O,CCC(O)N1N=NC2=CC=C(C=C12)N(=O)=O>>O=N(=O)C1=CC2=C(NN=N2)C=C1
CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN1CCCCC1.CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN1CCCCC1.CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCO.COC1=CC(OC)=C(CC2=C(C3=CC(OC)=C(OC)C=C3)C3=C(C(OC)=C(OC)C(OC)=C3)C3=C2OC2=CC(=O)C(OC)=CC2=C3)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCO.COC1=CC(OC)=C(CC2=C(C3=CC(OC)=C(OC)C=C3)C3=C(C(OC)=C(OC)C(OC)=C3)C3=C2OC2=CC(=O)C(OC)=CC2=C3)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=CC=C(CC2=C(C3=CC(OC)=C(OC)C=C3)C3=C(C(OC)=C(OC)C(OC)=C3)C3=CC4=C(OC)C(O)=CC=C4[O+]=C23)C(OC)=C1,CCO.COC1=CC(OC)=C(CC2=C(C3=CC(OC)=C(OC)C=C3)C3=C(C(OC)=C(OC)C(OC)=C3)C3=C2OC2=CC(=O)C(OC)=CC2=C3)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCO.COC1=CC(OC)=C(CC2=C(C3=CC(OC)=C(OC)C=C3)C3=C(C(OC)=C(OC)C(OC)=C3)C3=C2OC2=CC(=O)C(OC)=CC2=C3)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>COC1=CC=C(CC2=C(C3=CC(OC)=C(OC)C=C3)C3=C(C(OC)=C(OC)C(OC)=C3)C3=CC4=C(OC)C(O)=CC=C4[O+]=C23)C(OC)=C1
CCCC[S+](C)CC=C[S+](C)CCCC,CCCCSCC(Cl)CSCCCC,CCCCSCC(Cl)CSCCCC>>CCCC[S+](C)CC=C[S+](C)CCCC
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCCCSCC(Cl)CSCCCC,CCCCSCC(Cl)CSCCCC>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]N1N=NN=C1C1=NN=NN1[O-],[Pb++].[O-]N(=O)=O.ON1N=NN=C1C1=NN=NN1O.[H]O[H],[Pb++].[O-]N(=O)=O.ON1N=NN=C1C1=NN=NN1O.[H]O[H]>>[O-]N1N=NN=C1C1=NN=NN1[O-]
C[N+](C)(C)C1=CC=C(C=NNC(N)=O)C=C1,Cl[H].NNC(N)=O.[I-].C[N+](C)(C)C1=CC=C(C=O)C=C1,Cl[H].NNC(N)=O.[I-].C[N+](C)(C)C1=CC=C(C=O)C=C1>>C[N+](C)(C)C1=CC=C(C=NNC(N)=O)C=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Cl[H].NNC(N)=O.[I-].C[N+](C)(C)C1=CC=C(C=O)C=C1,Cl[H].NNC(N)=O.[I-].C[N+](C)(C)C1=CC=C(C=O)C=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC(=O)C1=C(O)C=C(O)C=C1,OC(=O)C1=C(O)C=C(O)C=C1>>OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=CC1=CC=C(C=C1)N(=O)=O,OC(=O)C1=CC=C(C=C1)N(=O)=O,OC(=O)C1=CC=C(C=C1)N(=O)=O>>O=CC1=CC=C(C=C1)N(=O)=O
O=N(=O)C1=CC=CC=C1,OC(=O)C1=CC=C(C=C1)N(=O)=O,OC(=O)C1=CC=C(C=C1)N(=O)=O>>O=N(=O)C1=CC=CC=C1
[H][O+]([H])[H],C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1>>[H][O+]([H])[H]
[O-]C(=O)C([O-])=O,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1>>[O-]C(=O)C([O-])=O
O=N(=O)C1=CC=CC=C1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
C1CSC2=C(S[C](S2)[C+]2SC3=C(S2)SCCS3)S1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1>>C1CSC2=C(S[C](S2)[C+]2SC3=C(S2)SCCS3)S1
C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1,C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1.[Ga+3].[H]O[H].[H][N+]([H])([H])[H].[O-]C(=O)C([O-])=O.O=N(=O)C1=CC=CC=C1>>C1CSC2=C(SC(S2)=C2SC3=C(S2)SCCS3)S1
O=N(=O)C1=CC(=CC=C1)N(=O)=O,CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O,CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O>>O=N(=O)C1=CC(=CC=C1)N(=O)=O
CCC1=C(C)/C2=C/C3=N/C(=C\C4=C(CC)C(C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CC)=C4C)/C(CC)=C3C,CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O,CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O>>CCC1=C(C)/C2=C/C3=N/C(=C\C4=C(CC)C(C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CC)=C4C)/C(CC)=C3C
CCC1=C2NC(\C=C3/N=C(C(CC)=C3C)/C(=C3\N\C(=C/C4=N/C(=C\2)/C(CC)=C4C)C(C)=C3CC)/C2=C(C=CC=C2N(=O)=O)N(=O)=O)=C1C,CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O,CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.CCC1=C(CC2=C(CC)C(C)=CN2)NC=C1C.O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O>>CCC1=C2NC(\C=C3/N=C(C(CC)=C3C)/C(=C3\N\C(=C/C4=N/C(=C\2)/C(CC)=C4C)C(C)=C3CC)/C2=C(C=CC=C2N(=O)=O)N(=O)=O)=C1C
O=N(=O)C1=CC=CC=C1,NC1=CC=CC=C1.NC1=CC=CC=C1.NC1=CC=CC=C1,NC1=CC=CC=C1.NC1=CC=CC=C1.NC1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
